"expen","age_ref","sex_ref","white","black","american_indian","asian","other","multi_race","welf_reic","welf_not_reiv","fwagexm","year","quarter"
81.44846,28,1,1,0,0,0,0,0,0,1,40000,2018,4
300.18,28,2,1,0,0,0,0,0,0,1,40000,2018,4
1002.81128,59,1,1,0,0,0,0,0,0,1,105490,2018,4
449.96,59,1,1,0,0,0,0,0,0,1,105490,2018,4
65.4,26,1,1,0,0,0,0,0,0,1,22000,2018,4
249.37678,26,1,1,0,0,0,0,0,0,1,22000,2018,4
64.55513,70,2,1,0,0,0,0,0,0,1,101,2018,4
838.93941,70,2,1,0,0,0,0,0,0,1,101,2018,4
275.51,59,1,0,0,0,0,1,0,0,1,229856.4,2018,4
464.00798,59,1,0,0,0,0,1,0,0,1,225229.8,2018,4
8.32,58,2,1,0,0,0,0,0,0,1,71000,2018,4
24.56,58,2,1,0,0,0,0,0,0,1,71000,2018,4
66.54,32,1,1,0,0,0,0,0,0,1,149151.6,2018,4
37.08,32,1,1,0,0,0,0,0,0,1,144464.2,2018,4
101.46,35,1,1,0,0,0,0,0,0,1,52000,2018,4
232.16,35,1,1,0,0,0,0,0,0,1,52000,2018,4
846.53998,34,1,1,0,0,0,0,0,0,1,98000,2018,4
680.25,34,1,1,0,0,0,0,0,0,1,98000,2018,4
248.13,71,1,1,0,0,0,0,0,0,1,17800,2018,4
277.61,71,1,1,0,0,0,0,0,0,1,17800,2018,4
399.99994,34,1,1,0,0,0,0,0,0,1,140000,2018,4
400,34,1,1,0,0,0,0,0,0,1,140000,2018,4
188.51,62,1,1,0,0,0,0,0,0,1,9240,2018,4
123,62,1,1,0,0,0,0,0,0,1,9240,2018,4
487.77,39,2,0,0,0,0,0,1,0,1,80672,2018,4
54.04,39,2,0,0,0,0,0,1,0,1,80229.2,2018,4
1077.48,40,2,0,0,0,0,1,0,0,1,243816.6,2018,4
701,40,2,0,0,0,0,1,0,0,1,224162.8,2018,4
19.78,51,2,1,0,0,0,0,0,0,1,44999,2018,4
998.63,43,2,0,0,0,0,0,1,0,1,133000,2018,4
1002.40998,43,2,0,0,0,0,0,1,0,1,133000,2018,4
76.38,54,2,1,0,0,0,0,0,0,1,28000,2018,4
319.55,54,2,1,0,0,0,0,0,0,1,28000,2018,4
182.55,56,2,0,0,0,0,0,1,0,1,70066.6,2018,4
224.31,56,2,0,0,0,0,0,1,0,1,59822.6,2018,4
836.63999,48,1,1,0,0,0,0,0,0,1,176000,2018,4
592.39,48,1,1,0,0,0,0,0,0,1,176000,2018,4
117.72,23,2,1,0,0,0,0,0,0,1,21000,2018,4
84,23,2,1,0,0,0,0,0,0,1,21000,2018,4
895.76,66,1,1,0,0,0,0,0,0,1,5800,2018,4
1066.91002,66,1,1,0,0,0,0,0,0,1,5800,2018,4
380.68726,24,1,1,0,0,0,0,0,0,1,38000,2018,4
296.09,24,1,1,0,0,0,0,0,0,1,38000,2018,4
756.92762,55,1,1,0,0,0,0,0,0,1,155256.4,2018,4
887.73685,55,1,1,0,0,0,0,0,0,1,132269.6,2018,4
181.94,43,2,1,0,0,0,0,0,0,1,83240,2018,4
731.13,43,2,1,0,0,0,0,0,0,1,83240,2018,4
762.27,52,2,1,0,0,0,0,0,0,1,224278.8,2018,4
655.79719,52,2,1,0,0,0,0,0,0,1,212111.2,2018,4
337.83,48,2,1,0,0,0,0,0,0,1,122243.4,2018,4
599.05173,48,2,1,0,0,0,0,0,0,1,122683.2,2018,4
246.8,24,2,1,0,0,0,0,0,0,1,32000,2018,4
182.33,24,2,1,0,0,0,0,0,0,1,32000,2018,4
256.88,28,2,1,0,0,0,0,0,0,1,60056.4,2018,4
225.67681,28,2,1,0,0,0,0,0,0,1,60318.8,2018,4
146.58,67,2,1,0,0,0,0,0,0,1,23040,2018,4
256.75,67,2,1,0,0,0,0,0,0,1,23040,2018,4
200.21601,55,2,1,0,0,0,0,0,0,1,36000,2018,4
937.81996,35,2,1,0,0,0,0,0,0,1,213000,2018,4
185.06,35,2,1,0,0,0,0,0,0,1,213000,2018,4
125.81,57,1,1,0,0,0,0,0,0,1,42381.6,2018,4
162.48,57,1,1,0,0,0,0,0,0,1,34850.4,2018,4
212.36,23,2,1,0,0,0,0,0,0,1,18428.6,2018,4
104.38,23,2,1,0,0,0,0,0,0,1,11857,2018,4
458.25,40,1,1,0,0,0,0,0,0,1,72000,2018,4
176.94,40,1,1,0,0,0,0,0,0,1,72000,2018,4
119.32,65,2,1,0,0,0,0,0,0,1,24000,2018,4
129.42,65,2,1,0,0,0,0,0,0,1,24000,2018,4
391.44,58,1,1,0,0,0,0,0,0,1,50658.2,2018,4
496.49,58,1,1,0,0,0,0,0,0,1,51116.6,2018,4
41.9,57,2,1,0,0,0,0,0,0,1,44000,2018,4
84.59,63,1,0,1,0,0,0,0,0,1,63935.4,2018,4
174.66,63,1,0,1,0,0,0,0,0,1,59181.2,2018,4
2144.89651,43,2,1,0,0,0,0,0,0,1,364672.7,2018,4
1546.94023,43,2,1,0,0,0,0,0,0,1,364672.7,2018,4
289.61809,59,2,1,0,0,0,0,0,0,1,750,2018,4
288.90973,59,2,1,0,0,0,0,0,0,1,750,2018,4
1114.22,48,2,1,0,0,0,0,0,0,1,117000,2018,4
304.15,48,2,1,0,0,0,0,0,0,1,117000,2018,4
221.94,32,1,1,0,0,0,0,0,0,1,40000,2018,4
297.57,32,1,1,0,0,0,0,0,0,1,40000,2018,4
2886.28,42,1,1,0,0,0,0,0,0,1,514855.4,2018,4
4044.78598,42,1,1,0,0,0,0,0,0,1,514855.4,2018,4
1158.36066,31,1,1,0,0,0,0,0,0,1,112217.6,2018,4
948.36784,31,1,1,0,0,0,0,0,0,1,173652.8,2018,4
408.00002,55,1,1,0,0,0,0,0,0,1,85509,2018,4
408.00002,55,1,1,0,0,0,0,0,0,1,75256.4,2018,4
114.18002,62,2,1,0,0,0,0,0,0,1,1906.2,2018,4
274.08,62,2,1,0,0,0,0,0,0,1,1319.8,2018,4
278.88,60,2,1,0,0,0,0,0,0,1,45000,2018,4
370.91,60,2,1,0,0,0,0,0,0,1,45000,2018,4
91.44,56,1,1,0,0,0,0,0,0,1,17236,2018,4
124.97488,56,1,1,0,0,0,0,0,0,1,44828.8,2018,4
892.81994,43,2,0,1,0,0,0,0,0,1,75000,2018,4
641.41004,43,2,0,1,0,0,0,0,0,1,75000,2018,4
24.74,31,2,1,0,0,0,0,0,0,1,66000,2018,4
175.83,31,2,1,0,0,0,0,0,0,1,66000,2018,4
332.47,46,2,1,0,0,0,0,0,0,1,19000,2018,4
702.04085,52,1,0,0,0,0,0,1,0,1,240000,2018,4
377.04,52,1,0,0,0,0,0,1,0,1,240000,2018,4
194.51501,81,2,1,0,0,0,0,0,0,1,76254.4,2018,4
274.15492,81,2,1,0,0,0,0,0,0,1,78068.4,2018,4
391.26,31,2,1,0,0,0,0,0,0,1,46240,2018,4
16,31,2,1,0,0,0,0,0,0,1,46240,2018,4
629.16,32,1,0,0,0,1,0,0,0,1,60000,2018,4
574.14,32,1,0,0,0,1,0,0,0,1,60000,2018,4
203.9,47,1,1,0,0,0,0,0,0,1,130000,2018,4
286.44358,47,1,1,0,0,0,0,0,0,1,130000,2018,4
853.16,30,2,1,0,0,0,0,0,0,1,130000,2018,4
878.27,30,2,1,0,0,0,0,0,0,1,130000,2018,4
402.30016,29,1,1,0,0,0,0,0,0,1,78000,2018,4
534.6,29,1,1,0,0,0,0,0,0,1,78000,2018,4
66.87,70,1,0,1,0,0,0,0,0,1,46867.6,2018,4
34.61,70,1,0,1,0,0,0,0,0,1,48248.8,2018,4
651.3,36,1,0,1,0,0,0,0,0,1,101000,2018,4
201.19,36,1,0,1,0,0,0,0,0,1,101000,2018,4
403.23998,40,1,1,0,0,0,0,0,0,1,1e+05,2018,4
524.52002,40,1,1,0,0,0,0,0,0,1,1e+05,2018,4
358.39998,59,1,1,0,0,0,0,0,0,1,53183,2018,4
226.12002,59,1,1,0,0,0,0,0,0,1,47254.2,2018,4
252.16781,28,1,1,0,0,0,0,0,0,1,71000,2018,4
239.24,28,1,1,0,0,0,0,0,0,1,71000,2018,4
428.32,71,2,1,0,0,0,0,0,0,1,34057.6,2018,4
622.78,71,2,1,0,0,0,0,0,0,1,33342.8,2018,4
369.56,77,1,1,0,0,0,0,0,0,1,17111,2018,4
264.86,77,1,1,0,0,0,0,0,0,1,18046.6,2018,4
120.00002,49,1,1,0,0,0,0,0,0,1,76000,2018,4
261.99996,49,1,1,0,0,0,0,0,0,1,76000,2018,4
145.20856,61,2,1,0,0,0,0,0,0,1,65230.8,2018,4
73.21979,61,2,1,0,0,0,0,0,0,1,60483.2,2018,4
470.00004,56,1,1,0,0,0,0,0,0,1,257427.7,2018,4
358,56,1,1,0,0,0,0,0,0,1,257427.7,2018,4
220.00004,50,2,1,0,0,0,0,0,0,1,48000,2018,4
381.32,56,2,1,0,0,0,0,0,0,1,86000,2018,4
747.89444,56,2,1,0,0,0,0,0,0,1,86000,2018,4
423.89,42,1,1,0,0,0,0,0,0,1,170000,2018,4
864.29044,42,1,1,0,0,0,0,0,0,1,170000,2018,4
233.37,29,1,1,0,0,0,0,0,0,1,42000,2018,4
282.33,29,1,1,0,0,0,0,0,0,1,42000,2018,4
149.73,72,2,1,0,0,0,0,0,0,1,600,2018,4
33.76,72,2,1,0,0,0,0,0,0,1,600,2018,4
65.74,37,1,0,0,0,1,0,0,0,1,68000,2018,4
149.02,37,1,0,0,0,1,0,0,0,1,68000,2018,4
219.35,62,2,0,1,0,0,0,0,0,1,15872.8,2018,4
1316.95327,39,1,1,0,0,0,0,0,0,1,27000,2018,4
536.33899,39,1,1,0,0,0,0,0,0,1,27000,2018,4
402.26,31,2,1,0,0,0,0,0,0,1,50000,2018,4
814.5,55,1,0,1,0,0,0,0,0,1,80433.8,2018,4
207.05,55,1,0,1,0,0,0,0,0,1,257427.7,2018,4
199.84759,61,2,0,1,0,0,0,0,1,0,26726,2018,4
145.39,61,2,0,1,0,0,0,0,1,0,26726,2018,4
766.23,39,2,1,0,0,0,0,0,0,1,103016.6,2018,4
464.1,39,2,1,0,0,0,0,0,0,1,104808.8,2018,4
253.94,18,2,1,0,0,0,0,0,0,1,50000,2018,4
69.84,18,2,1,0,0,0,0,0,0,1,50000,2018,4
101.18,20,1,1,0,0,0,0,0,0,1,24626.2,2018,4
129.08,20,1,1,0,0,0,0,0,0,1,24262.8,2018,4
79.61,35,1,1,0,0,0,0,0,0,1,19000,2018,4
104.63,35,1,1,0,0,0,0,0,0,1,19000,2018,4
152.86,72,2,1,0,0,0,0,0,0,1,3600,2018,4
199.58,72,2,1,0,0,0,0,0,0,1,3600,2018,4
411.36,49,1,1,0,0,0,0,0,0,1,80400,2018,4
443.7,49,1,1,0,0,0,0,0,0,1,80400,2018,4
377.94704,55,2,1,0,0,0,0,0,0,1,214009.2,2018,4
349.02,55,2,1,0,0,0,0,0,0,1,173212.6,2018,4
153.02,34,1,1,0,0,0,0,0,0,1,34648,2018,4
212.18,30,1,1,0,0,0,0,0,0,1,35222.6,2018,4
80.07,43,2,1,0,0,0,0,0,0,1,15689.8,2018,4
80.88,43,2,1,0,0,0,0,0,0,1,15370.2,2018,4
827.05215,59,2,1,0,0,0,0,0,0,1,250000,2018,4
921.85,59,2,1,0,0,0,0,0,0,1,250000,2018,4
111.94,30,1,1,0,0,0,0,0,0,1,71000,2018,4
135.39,30,1,1,0,0,0,0,0,0,1,71000,2018,4
225.77414,19,2,0,1,0,0,0,0,0,1,12000,2018,4
241.97314,19,2,0,1,0,0,0,0,0,1,12000,2018,4
70.05,29,1,1,0,0,0,0,0,0,1,34006.2,2018,4
252.77999,29,1,1,0,0,0,0,0,0,1,35192.6,2018,4
85.26,77,2,0,1,0,0,0,0,0,1,5301.2,2018,4
233.50001,77,2,0,1,0,0,0,0,0,1,9042.2,2018,4
68.14,42,2,1,0,0,0,0,0,0,1,7302.4,2018,4
402.66,42,2,1,0,0,0,0,0,0,1,7306.2,2018,4
648.49,36,2,1,0,0,0,0,0,0,1,347427.7,2018,4
559.72,36,2,1,0,0,0,0,0,0,1,347427.7,2018,4
631.01,41,1,1,0,0,0,0,0,0,1,12000,2018,4
435.63,41,1,1,0,0,0,0,0,0,1,12000,2018,4
694.31,51,2,1,0,0,0,0,0,0,1,35431,2018,4
459.15753,57,2,1,0,0,0,0,0,0,1,55740,2018,4
785.13998,43,2,1,0,0,0,0,0,0,1,56802.6,2018,4
356.50135,82,2,1,0,0,0,0,0,0,1,2200,2018,4
291.85998,82,2,1,0,0,0,0,0,0,1,2200,2018,4
624.88766,79,1,1,0,0,0,0,0,0,1,22521.6,2018,4
546.03765,79,1,1,0,0,0,0,0,0,1,49408,2018,4
656.94099,49,2,1,0,0,0,0,0,0,1,128000,2018,4
835.62,49,2,1,0,0,0,0,0,0,1,128000,2018,4
237.4,68,2,1,0,0,0,0,0,0,1,6400,2018,4
138.5,68,2,1,0,0,0,0,0,0,1,6400,2018,4
456.42,32,2,1,0,0,0,0,0,0,1,75000,2018,4
449.48,32,2,1,0,0,0,0,0,0,1,75000,2018,4
559.67998,38,2,1,0,0,0,0,0,0,1,108922.6,2018,4
767.44857,38,2,1,0,0,0,0,0,0,1,103883,2018,4
40,39,1,1,0,0,0,0,0,0,1,54700,2018,4
92,39,1,1,0,0,0,0,0,0,1,54700,2018,4
20.72,48,2,0,1,0,0,0,0,0,1,30453.6,2018,4
455.03526,66,2,1,0,0,0,0,0,0,1,22000,2018,4
392.21205,66,2,1,0,0,0,0,0,0,1,22000,2018,4
683.94927,46,2,1,0,0,0,0,0,0,1,148000,2018,4
657.02,46,2,1,0,0,0,0,0,0,1,148000,2018,4
201.87,20,2,1,0,0,0,0,0,0,1,113408,2018,4
223.02,67,1,1,0,0,0,0,0,0,1,42000,2018,4
279.81,67,1,1,0,0,0,0,0,0,1,42000,2018,4
407.60002,30,2,1,0,0,0,0,0,0,1,72000,2018,4
397.84002,30,2,1,0,0,0,0,0,0,1,72000,2018,4
415.54682,60,2,1,0,0,0,0,0,0,1,97000,2018,4
466.92004,60,2,1,0,0,0,0,0,0,1,97000,2018,4
14,18,2,1,0,0,0,0,0,0,1,3082.6,2018,4
28.06,18,2,1,0,0,0,0,0,0,1,2036.4,2018,4
368,88,1,0,1,0,0,0,0,0,1,130000,2018,4
208.4,88,1,0,1,0,0,0,0,0,1,130000,2018,4
311.14,62,2,1,0,0,0,0,0,0,1,28744.8,2018,4
286.13,62,2,1,0,0,0,0,0,0,1,39436.8,2018,4
192.15,26,2,0,1,0,0,0,0,0,1,42901.8,2018,4
197.27998,26,2,0,1,0,0,0,0,0,1,42806.8,2018,4
21.98,24,2,0,1,0,0,0,0,0,1,700,2018,4
16.58,24,2,0,1,0,0,0,0,0,1,700,2018,4
830.31978,41,2,1,0,0,0,0,0,0,1,96392.8,2018,4
478.84252,41,2,1,0,0,0,0,0,0,1,101096.8,2018,4
116.04,34,2,1,0,0,0,0,0,0,1,24000,2018,4
93,34,2,1,0,0,0,0,0,0,1,24000,2018,4
739.18,42,2,1,0,0,0,0,0,0,1,88000,2018,4
888.83,42,2,1,0,0,0,0,0,0,1,88000,2018,4
355.93672,42,1,1,0,0,0,0,0,0,1,119000,2018,4
379.9,42,1,1,0,0,0,0,0,0,1,119000,2018,4
87.30843,60,1,1,0,0,0,0,0,0,1,70000,2018,4
43.68,60,1,1,0,0,0,0,0,0,1,70000,2018,4
50.3735,25,2,1,0,0,0,0,0,0,1,25000,2018,4
422.99996,25,2,1,0,0,0,0,0,0,1,25000,2018,4
274.36,34,2,1,0,0,0,0,0,0,1,7500,2018,4
390.00016,34,2,1,0,0,0,0,0,0,1,7500,2018,4
832.38539,46,2,1,0,0,0,0,0,0,1,65000,2018,4
622.00463,46,2,1,0,0,0,0,0,0,1,65000,2018,4
1216.48,47,1,0,1,0,0,0,0,0,1,46000,2018,4
561.73,47,1,0,1,0,0,0,0,0,1,46000,2018,4
751.02214,71,2,1,0,0,0,0,0,0,1,34195.8,2018,4
372,71,2,1,0,0,0,0,0,0,1,24443.8,2018,4
82.24,30,1,1,0,0,0,0,0,0,1,28000,2018,4
151.28676,30,1,1,0,0,0,0,0,0,1,28000,2018,4
47.84,20,2,0,1,0,0,0,0,0,1,6388.2,2018,4
50.32,20,2,0,1,0,0,0,0,0,1,7618,2018,4
210.97,50,1,1,0,0,0,0,0,0,1,93000,2018,4
176.72,50,1,1,0,0,0,0,0,0,1,93000,2018,4
432.12,53,2,0,1,0,0,0,0,0,1,92057.6,2018,4
450,53,2,0,1,0,0,0,0,0,1,92930,2018,4
25.75,47,2,0,1,0,0,0,0,0,1,8300,2018,4
563.22143,56,1,1,0,0,0,0,0,0,1,132441,2018,4
49.24,19,1,1,0,0,0,0,0,0,1,2000,2018,4
65.32,19,1,1,0,0,0,0,0,0,1,2000,2018,4
145.77,78,2,1,0,0,0,0,0,0,1,82731.4,2018,4
333.28,78,2,1,0,0,0,0,0,0,1,75721,2018,4
36,53,1,1,0,0,0,0,0,0,1,70900,2018,4
425.99998,45,2,1,0,0,0,0,0,0,1,122151.6,2018,4
26,45,2,1,0,0,0,0,0,0,1,120186.4,2018,4
556.59,41,2,1,0,0,0,0,0,0,1,77000,2018,4
530.64,41,2,1,0,0,0,0,0,0,1,77000,2018,4
109.4,52,1,0,1,0,0,0,0,0,1,73368.2,2018,4
91.17,52,1,0,1,0,0,0,0,0,1,87436.4,2018,4
625.55,36,1,1,0,0,0,0,0,0,1,179500,2018,4
734.66113,36,1,1,0,0,0,0,0,0,1,179500,2018,4
43.48,31,2,0,1,0,0,0,0,0,1,30000,2018,4
322.18004,31,2,0,1,0,0,0,0,0,1,30000,2018,4
143.42,57,2,0,1,0,0,0,0,0,1,37879.6,2018,4
459.37,66,2,0,1,0,0,0,0,0,1,41726,2018,4
484.64131,37,1,0,0,0,1,0,0,0,1,71031.4,2018,4
112.56,37,1,0,0,0,1,0,0,0,1,67394.2,2018,4
16,63,2,0,0,0,1,0,0,0,1,23964.6,2018,4
30,63,2,0,0,0,1,0,0,0,1,20356.6,2018,4
181.01,49,1,1,0,0,0,0,0,0,1,5000,2018,4
624.63,49,1,1,0,0,0,0,0,0,1,5000,2018,4
580.22002,35,2,1,0,0,0,0,0,0,1,59573.6,2018,4
53.44,35,2,1,0,0,0,0,0,0,1,57981.6,2018,4
642.46,37,1,1,0,0,0,0,0,0,1,179000,2018,4
698.94711,37,1,1,0,0,0,0,0,0,1,179000,2018,4
391.88498,55,1,1,0,0,0,0,0,0,1,700,2018,4
304.72,55,1,1,0,0,0,0,0,0,1,700,2018,4
94,65,2,1,0,0,0,0,0,0,1,85000,2018,4
474.60817,65,2,1,0,0,0,0,0,0,1,85000,2018,4
427.24921,29,1,1,0,0,0,0,0,0,1,65000,2018,4
506.79,29,1,1,0,0,0,0,0,0,1,65000,2018,4
674.2126,62,1,1,0,0,0,0,0,0,1,7000,2018,4
187.12,62,1,1,0,0,0,0,0,0,1,7000,2018,4
733.54,37,1,1,0,0,0,0,0,0,1,60000,2018,4
826.9,37,1,1,0,0,0,0,0,0,1,60000,2018,4
144.28,45,2,1,0,0,0,0,0,0,1,71116.8,2018,4
454.95,45,2,1,0,0,0,0,0,0,1,69614,2018,4
768.63,60,1,1,0,0,0,0,0,0,1,204000,2018,4
703.32998,60,1,1,0,0,0,0,0,0,1,204000,2018,4
652.51895,74,2,1,0,0,0,0,0,0,1,33106.8,2018,4
496.54,74,2,1,0,0,0,0,0,0,1,42934.6,2018,4
271.17,20,2,0,0,0,0,0,1,0,1,42497.2,2018,4
63.52,20,2,0,0,0,0,0,1,0,1,40029.2,2018,4
74.17,20,2,1,0,0,0,0,0,0,1,400,2018,4
45.34,20,2,1,0,0,0,0,0,0,1,400,2018,4
120,58,1,1,0,0,0,0,0,0,1,11000,2018,4
73.5,28,1,1,0,0,0,0,0,0,1,60484.8,2018,4
268.14,28,1,1,0,0,0,0,0,0,1,59133.2,2018,4
327.36,55,1,1,0,0,0,0,0,0,1,377427.7,2018,4
1149.39,55,1,1,0,0,0,0,0,0,1,377427.7,2018,4
295.6,45,1,1,0,0,0,0,0,0,1,32000,2018,4
331.79,45,1,1,0,0,0,0,0,0,1,32000,2018,4
72.72,41,2,1,0,0,0,0,0,0,1,43000,2018,4
330.69397,41,2,1,0,0,0,0,0,0,1,43000,2018,4
644.08,44,1,1,0,0,0,0,0,0,1,72800,2018,4
338.17,44,1,1,0,0,0,0,0,0,1,72800,2018,4
120.96,29,1,0,0,0,1,0,0,0,1,1e+05,2018,4
187.4,29,1,0,0,0,1,0,0,0,1,1e+05,2018,4
79.94,42,2,1,0,0,0,0,0,0,1,12870,2018,4
85.95,42,2,1,0,0,0,0,0,0,1,12870,2018,4
277.36,67,2,1,0,0,0,0,0,0,1,96000,2018,4
317.68,67,2,1,0,0,0,0,0,0,1,96000,2018,4
421.33588,33,2,1,0,0,0,0,0,0,1,111800,2018,4
428.00707,33,2,1,0,0,0,0,0,0,1,111800,2018,4
168.1,48,1,1,0,0,0,0,0,0,1,98000,2018,4
704.60047,46,2,1,0,0,0,0,0,0,1,130000,2018,4
616.37792,46,2,1,0,0,0,0,0,0,1,130000,2018,4
121.10782,55,1,1,0,0,0,0,0,0,1,23907.8,2018,4
144.3,55,1,1,0,0,0,0,0,0,1,26166,2018,4
451.03,65,2,0,1,0,0,0,0,0,1,23962.4,2018,4
307.87162,65,2,0,1,0,0,0,0,0,1,44299.2,2018,4
607.35,68,1,1,0,0,0,0,0,0,1,25000,2018,4
402.66,68,1,1,0,0,0,0,0,0,1,25000,2018,4
509.79,43,1,1,0,0,0,0,0,0,1,190028.6,2018,4
1094.52716,43,1,1,0,0,0,0,0,0,1,192053.6,2018,4
475.33239,25,2,1,0,0,0,0,0,0,1,131268.4,2018,4
518.90459,25,2,1,0,0,0,0,0,0,1,132226.4,2018,4
283.44,44,1,1,0,0,0,0,0,0,1,45000,2018,4
220.33,44,1,1,0,0,0,0,0,0,1,45000,2018,4
252.33,61,2,0,1,0,0,0,0,0,1,70000,2018,4
321.96,37,1,0,0,0,0,0,1,0,1,63000,2018,4
234.79,37,1,0,0,0,0,0,1,0,1,63000,2018,4
535.47994,60,1,1,0,0,0,0,0,0,1,20000,2018,4
165.94002,60,1,1,0,0,0,0,0,0,1,20000,2018,4
252.32,74,1,1,0,0,0,0,0,0,1,28118,2018,4
121.64,59,1,1,0,0,0,0,0,0,1,80000,2018,4
340.24,59,1,1,0,0,0,0,0,0,1,80000,2018,4
464.56,25,1,1,0,0,0,0,0,0,1,104600,2018,4
640.03,25,1,1,0,0,0,0,0,0,1,104600,2018,4
81.84,26,1,1,0,0,0,0,0,0,1,32000,2018,4
53.62,26,1,1,0,0,0,0,0,0,1,32000,2018,4
378.12,67,1,1,0,0,0,0,0,0,1,1e+05,2018,4
669.18049,67,1,1,0,0,0,0,0,0,1,1e+05,2018,4
482.13,50,2,0,0,0,1,0,0,0,1,22561.2,2018,4
358.71,50,2,0,0,0,1,0,0,0,1,26196.8,2018,4
252.42,57,2,1,0,0,0,0,0,0,1,72000,2018,4
290.4,57,2,1,0,0,0,0,0,0,1,72000,2018,4
597.84691,52,1,1,0,0,0,0,0,0,1,170000,2018,4
762.83718,52,1,1,0,0,0,0,0,0,1,170000,2018,4
285.27,59,1,1,0,0,0,0,0,0,1,130000,2018,4
214.01,59,1,1,0,0,0,0,0,0,1,130000,2018,4
204.64,64,2,1,0,0,0,0,0,0,1,45387.6,2018,4
192.64,64,2,1,0,0,0,0,0,0,1,45456.6,2018,4
123.68,62,2,1,0,0,0,0,0,0,1,2200,2018,4
70.78,62,2,1,0,0,0,0,0,0,1,2200,2018,4
56.56,18,1,1,0,0,0,0,0,0,1,200,2018,4
103.74,18,1,1,0,0,0,0,0,0,1,200,2018,4
441.10749,31,1,1,0,0,0,0,0,0,1,87500,2018,4
289.62047,31,1,1,0,0,0,0,0,0,1,87500,2018,4
256.63,27,2,1,0,0,0,0,0,0,1,71000,2018,4
533.51,27,2,1,0,0,0,0,0,0,1,71000,2018,4
135.44,68,2,1,0,0,0,0,0,0,1,27426.6,2018,4
153.32,68,2,1,0,0,0,0,0,0,1,23296.6,2018,4
586.22,62,2,1,0,0,0,0,0,0,1,95621,2018,4
523.46,62,2,1,0,0,0,0,0,0,1,92611.6,2018,4
494.8,69,1,1,0,0,0,0,0,0,1,93943.6,2018,4
394.87174,69,1,1,0,0,0,0,0,0,1,110643.2,2018,4
32,55,1,1,0,0,0,0,0,0,1,50000,2018,4
413.3,55,1,1,0,0,0,0,0,0,1,50000,2018,4
411.34,48,1,1,0,0,0,0,0,0,1,61708,2018,4
358.22,48,1,1,0,0,0,0,0,0,1,57859.4,2018,4
265.24,30,2,1,0,0,0,0,0,0,1,117047.2,2018,4
995.6,30,2,1,0,0,0,0,0,0,1,88815.8,2018,4
661.74,45,2,1,0,0,0,0,0,0,1,84147.8,2018,4
431.89,45,2,1,0,0,0,0,0,0,1,82430.8,2018,4
448.53,61,2,1,0,0,0,0,0,0,1,4200,2018,4
877.18005,61,2,1,0,0,0,0,0,0,1,4200,2018,4
215.81,60,1,1,0,0,0,0,0,0,1,42000,2018,4
140.15,50,1,1,0,0,0,0,0,0,1,13099.2,2018,4
71.25,50,1,1,0,0,0,0,0,0,1,12149.8,2018,4
902.62004,33,2,1,0,0,0,0,0,0,1,73000,2018,4
1291.77008,33,2,1,0,0,0,0,0,0,1,73000,2018,4
270.66,62,2,1,0,0,0,0,0,0,1,54070.8,2018,4
162.29,62,2,1,0,0,0,0,0,0,1,62911.8,2018,4
186.82,54,2,1,0,0,0,0,0,0,1,41600,2018,4
164.13,54,2,1,0,0,0,0,0,0,1,41600,2018,4
77.01,28,2,1,0,0,0,0,0,0,1,5200,2018,4
67.72,28,2,1,0,0,0,0,0,0,1,5200,2018,4
251.94496,61,1,1,0,0,0,0,0,0,1,81961.6,2018,4
560.19,61,1,1,0,0,0,0,0,0,1,257427.7,2018,4
161.01,24,2,1,0,0,0,0,0,0,1,42426.6,2018,4
269.19,24,2,1,0,0,0,0,0,0,1,46501.2,2018,4
282.66,46,2,1,0,0,0,0,0,0,1,66382.2,2018,4
363.63,46,2,1,0,0,0,0,0,0,1,69624,2018,4
62,54,2,1,0,0,0,0,0,0,1,26488.6,2018,4
128.55,54,2,1,0,0,0,0,0,0,1,26115,2018,4
126.85,47,1,1,0,0,0,0,0,0,1,110105.8,2018,4
637.02002,47,1,1,0,0,0,0,0,0,1,108397.8,2018,4
97.18,20,2,1,0,0,0,0,0,0,1,500,2018,4
197.63,20,2,1,0,0,0,0,0,0,1,500,2018,4
120,50,2,0,1,0,0,0,0,0,1,6000,2018,4
120,50,2,0,1,0,0,0,0,0,1,6000,2018,4
489.48,45,2,1,0,0,0,0,0,0,1,367427.7,2018,4
273.38,52,2,1,0,0,0,0,0,0,1,334582.3,2018,4
498.02,52,2,1,0,0,0,0,0,0,1,338658.5,2018,4
1090.61391,46,1,1,0,0,0,0,0,0,1,130000,2018,4
946.71,46,1,1,0,0,0,0,0,0,1,130000,2018,4
247.91,37,1,1,0,0,0,0,0,0,1,1e+05,2018,4
256.7,37,1,1,0,0,0,0,0,0,1,1e+05,2018,4
83.32,66,1,0,1,0,0,0,0,0,1,17754.2,2018,4
13.38,73,1,1,0,0,0,0,0,0,1,8400,2018,4
212.7,48,1,1,0,0,0,0,0,0,1,45653,2018,4
274.3,48,1,1,0,0,0,0,0,0,1,50953.6,2018,4
360.48,31,1,1,0,0,0,0,0,0,1,20000,2018,4
459.02,31,1,1,0,0,0,0,0,0,1,20000,2018,4
42.68,31,1,1,0,0,0,0,0,0,1,41555.6,2018,4
75.06,31,1,1,0,0,0,0,0,0,1,31760,2018,4
