"expen","age_ref","sex_ref","white","black","american_indian","asian","other","multi_race","welf_reic","welf_not_reiv","fwagexm","year","quarter"
487.64,55,2,1,0,0,0,0,0,0,1,25000,2020,4
493.57,55,2,1,0,0,0,0,0,0,1,25000,2020,4
38.96,39,1,1,0,0,0,0,0,0,1,1900,2020,4
27.98,39,1,1,0,0,0,0,0,0,1,1900,2020,4
608.73,41,2,1,0,0,0,0,0,0,1,33000,2020,4
1532.72,41,2,1,0,0,0,0,0,0,1,33000,2020,4
418.00004,61,2,0,0,0,1,0,0,0,1,40000,2020,4
86,61,2,0,0,0,1,0,0,0,1,40000,2020,4
236.32,58,1,1,0,0,0,0,0,0,1,150822,2020,4
168.8,61,1,1,0,0,0,0,0,0,1,180363.8,2020,4
323.53002,56,1,1,0,0,0,0,0,0,1,120000,2020,4
157.73127,56,1,1,0,0,0,0,0,0,1,120000,2020,4
439.65,39,2,1,0,0,0,0,0,0,1,115000,2020,4
320.43899,39,2,1,0,0,0,0,0,0,1,115000,2020,4
157.76,33,2,1,0,0,0,0,0,0,1,1600,2020,4
276.22,33,2,1,0,0,0,0,0,0,1,1600,2020,4
341.34,41,2,1,0,0,0,0,0,0,1,38000,2020,4
427.69,41,2,1,0,0,0,0,0,0,1,38000,2020,4
273.44304,69,1,1,0,0,0,0,0,0,1,25099.2,2020,4
751.45,69,1,1,0,0,0,0,0,0,1,29105.4,2020,4
911.87996,39,1,1,0,0,0,0,0,0,1,38000,2020,4
217.22316,39,1,1,0,0,0,0,0,0,1,38000,2020,4
51.32,65,2,0,1,0,0,0,0,0,1,106000,2020,4
43.14,65,2,0,1,0,0,0,0,0,1,106000,2020,4
412.05996,65,1,1,0,0,0,0,0,0,1,11874,2020,4
14.03,65,1,1,0,0,0,0,0,0,1,11264.8,2020,4
422.22,50,2,1,0,0,0,0,0,0,1,142000,2020,4
497.28002,50,2,1,0,0,0,0,0,0,1,142000,2020,4
460.21,49,2,1,0,0,0,0,0,0,1,239221.2,2020,4
124.56,49,2,1,0,0,0,0,0,0,1,239221.2,2020,4
206.32,60,2,1,0,0,0,0,0,0,1,40000,2020,4
68.03,60,2,1,0,0,0,0,0,0,1,40000,2020,4
461.06,57,2,1,0,0,0,0,0,0,1,36300,2020,4
80.83,57,2,1,0,0,0,0,0,0,1,36300,2020,4
589.01,76,1,1,0,0,0,0,0,0,1,11250,2020,4
812.12,76,1,1,0,0,0,0,0,0,1,11250,2020,4
111.85727,37,1,0,1,0,0,0,0,0,1,310221.2,2020,4
669.1,37,1,0,1,0,0,0,0,0,1,310221.2,2020,4
189.99998,23,1,0,0,0,0,0,1,0,1,20000,2020,4
180.2106,23,1,0,0,0,0,0,1,0,1,20000,2020,4
650.75211,32,2,1,0,0,0,0,0,0,1,68476.4,2020,4
530.58454,32,2,1,0,0,0,0,0,0,1,69865,2020,4
185.91002,65,2,1,0,0,0,0,0,0,1,17000,2020,4
267.16,65,2,1,0,0,0,0,0,0,1,17000,2020,4
590.02,36,1,1,0,0,0,0,0,0,1,84000,2020,4
538.76,36,1,1,0,0,0,0,0,0,1,84000,2020,4
428.42279,74,2,0,0,1,0,0,0,0,1,15662.2,2020,4
143.09,74,2,0,0,1,0,0,0,0,1,8269.6,2020,4
207.65998,59,2,1,0,0,0,0,0,0,1,68000,2020,4
88.32,59,2,1,0,0,0,0,0,0,1,68000,2020,4
529.93,29,1,1,0,0,0,0,0,0,1,133000,2020,4
553.46033,29,1,1,0,0,0,0,0,0,1,133000,2020,4
396.24,53,1,1,0,0,0,0,0,0,1,130000,2020,4
574.44,53,1,1,0,0,0,0,0,0,1,130000,2020,4
773.17103,35,1,1,0,0,0,0,0,0,1,76000,2020,4
184.38,35,1,1,0,0,0,0,0,0,1,76000,2020,4
689.36996,54,1,1,0,0,0,0,0,0,1,308660.6,2020,4
899.54,54,1,1,0,0,0,0,0,0,1,306033.6,2020,4
137.92,67,1,0,1,0,0,0,0,0,1,16159.6,2020,4
93.74,67,1,0,1,0,0,0,0,0,1,16862.8,2020,4
431.26679,38,1,1,0,0,0,0,0,0,1,170000,2020,4
847.20004,38,1,1,0,0,0,0,0,0,1,170000,2020,4
650.91,38,2,1,0,0,0,0,0,0,1,84666.2,2020,4
882.0857,38,2,1,0,0,0,0,0,0,1,85512.8,2020,4
39.18,73,1,0,0,0,1,0,0,0,1,34000,2020,4
809.78,31,2,1,0,0,0,0,0,0,1,133000,2020,4
523,31,2,1,0,0,0,0,0,0,1,133000,2020,4
500.27,43,2,1,0,0,0,0,0,0,1,116817.6,2020,4
267.91,43,2,1,0,0,0,0,0,0,1,112058,2020,4
57.1,55,1,1,0,0,0,0,0,0,1,86824.4,2020,4
235.26002,55,1,1,0,0,0,0,0,0,1,83438.6,2020,4
359.71002,53,2,1,0,0,0,0,0,0,1,79000,2020,4
254.9,53,2,1,0,0,0,0,0,0,1,79000,2020,4
159.34,73,1,1,0,0,0,0,0,0,1,57587,2020,4
700.91,73,1,1,0,0,0,0,0,0,1,66030.4,2020,4
1224.16,65,1,1,0,0,0,0,0,0,1,286800.4,2020,4
1057.19601,65,1,1,0,0,0,0,0,0,1,288512.2,2020,4
96.27,32,2,1,0,0,0,0,0,0,1,12000,2020,4
118.93,32,2,1,0,0,0,0,0,0,1,12000,2020,4
27,67,2,1,0,0,0,0,0,0,1,37252.2,2020,4
666.65,50,2,1,0,0,0,0,0,0,1,190000,2020,4
431.16,50,2,1,0,0,0,0,0,0,1,190000,2020,4
494.79147,62,1,1,0,0,0,0,0,0,1,31200,2020,4
197,62,1,1,0,0,0,0,0,0,1,31200,2020,4
248.04,38,2,1,0,0,0,0,0,0,1,45000,2020,4
219.5,73,1,1,0,0,0,0,0,0,1,28612,2020,4
261.08,73,1,1,0,0,0,0,0,0,1,28612,2020,4
427.24004,67,2,0,0,0,1,0,0,0,1,2186.2,2020,4
377.26,67,2,0,0,0,1,0,0,0,1,1873.2,2020,4
480.1,39,2,1,0,0,0,0,0,0,1,92841.2,2020,4
113.44,39,2,1,0,0,0,0,0,0,1,91739,2020,4
754.07008,63,2,1,0,0,0,0,0,0,1,105000,2020,4
308.39004,63,2,1,0,0,0,0,0,0,1,105000,2020,4
506.12,52,2,1,0,0,0,0,0,0,1,119183.8,2020,4
428.9,52,2,1,0,0,0,0,0,0,1,266975,2020,4
1065.82423,73,1,1,0,0,0,0,0,0,1,448442.5,2020,4
116.93,73,1,1,0,0,0,0,0,0,1,448442.5,2020,4
89.98,29,1,0,0,0,1,0,0,0,1,85000,2020,4
132.02,29,1,0,0,0,1,0,0,0,1,85000,2020,4
79.38,42,2,1,0,0,0,0,0,0,1,37500,2020,4
283.11369,66,2,1,0,0,0,0,0,0,1,17500,2020,4
238.69,66,2,1,0,0,0,0,0,0,1,17500,2020,4
574.48,35,1,1,0,0,0,0,0,0,1,38000,2020,4
367.82,35,1,1,0,0,0,0,0,0,1,38000,2020,4
393.87,54,1,1,0,0,0,0,0,0,1,132600,2020,4
375.99996,54,1,1,0,0,0,0,0,0,1,132600,2020,4
211.81,43,1,1,0,0,0,0,0,0,1,46989.2,2020,4
409.03,43,1,1,0,0,0,0,0,0,1,48068,2020,4
226.86,32,2,0,0,0,1,0,0,0,1,9898,2020,4
117.94,32,1,0,0,0,1,0,0,0,1,9898,2020,4
489.95002,65,2,1,0,0,0,0,0,0,1,7200,2020,4
276.40002,65,2,1,0,0,0,0,0,0,1,7200,2020,4
737.55,44,1,1,0,0,0,0,0,0,1,51249.6,2020,4
223.72,44,1,0,0,0,1,0,0,0,1,53732.6,2020,4
539.9,73,1,1,0,0,0,0,0,0,1,40838,2020,4
454.83998,73,1,1,0,0,0,0,0,0,1,23260.8,2020,4
210.41,28,1,1,0,0,0,0,0,0,1,87000,2020,4
347.47,28,1,1,0,0,0,0,0,0,1,87000,2020,4
343.10002,25,2,1,0,0,0,0,0,0,1,75000,2020,4
241.23998,25,2,1,0,0,0,0,0,0,1,75000,2020,4
25.75,65,2,0,1,0,0,0,0,0,1,26938.4,2020,4
1083.91,47,2,0,0,0,1,0,0,0,1,5000,2020,4
1297.51998,47,2,0,0,0,1,0,0,0,1,5000,2020,4
258.79,61,2,1,0,0,0,0,0,0,1,32000,2020,4
351.01,61,2,1,0,0,0,0,0,0,1,32000,2020,4
80,33,2,0,1,0,0,0,0,0,1,30000,2020,4
40,33,2,0,1,0,0,0,0,0,1,30000,2020,4
721.89998,70,2,1,0,0,0,0,0,0,1,48000,2020,4
590.00004,70,2,1,0,0,0,0,0,0,1,48000,2020,4
130.3,44,2,0,0,0,0,0,1,0,1,9000,2020,4
111.25,44,2,0,0,0,0,0,1,0,1,9000,2020,4
699.99992,46,2,1,0,0,0,0,0,0,1,211506.2,2020,4
699.99994,46,2,1,0,0,0,0,0,0,1,148976,2020,4
637.71032,44,1,1,0,0,0,0,0,0,1,70438.8,2020,4
550.00004,44,1,1,0,0,0,0,0,0,1,261936.8,2020,4
249.28,44,2,1,0,0,0,0,0,0,1,85000,2020,4
116,44,2,1,0,0,0,0,0,0,1,85000,2020,4
95.68,66,2,1,0,0,0,0,0,0,1,79000,2020,4
101.1,66,2,1,0,0,0,0,0,0,1,79000,2020,4
137.37,30,2,0,0,0,0,0,1,0,1,25216.2,2020,4
37.8,30,2,0,0,0,0,0,1,0,1,26234.8,2020,4
144,45,2,1,0,0,0,0,0,0,1,64588.2,2020,4
164,45,2,1,0,0,0,0,0,0,1,50082.4,2020,4
278,73,2,1,0,0,0,0,0,0,1,32960,2020,4
470,73,2,1,0,0,0,0,0,0,1,34060.8,2020,4
312.10499,65,1,1,0,0,0,0,0,0,1,15000,2020,4
50.32,65,1,1,0,0,0,0,0,0,1,15000,2020,4
1073.57031,42,2,0,0,0,0,0,1,0,1,136412.8,2020,4
297.22,42,2,0,0,0,0,0,1,0,1,129605.2,2020,4
326.25,56,1,1,0,0,0,0,0,0,1,87382,2020,4
269,56,1,1,0,0,0,0,0,0,1,89275.6,2020,4
10.9,28,2,1,0,0,0,0,0,0,1,213000,2020,4
462.36,55,1,1,0,0,0,0,0,0,1,135000,2020,4
1267.73,55,1,1,0,0,0,0,0,0,1,135000,2020,4
518.07445,29,1,0,0,0,0,0,1,0,1,106440,2020,4
266.24012,29,1,0,0,0,0,0,1,0,1,106440,2020,4
1643.88,60,1,1,0,0,0,0,0,0,1,261000,2020,4
552.71,60,1,1,0,0,0,0,0,0,1,261000,2020,4
399.35,56,2,1,0,0,0,0,0,0,1,172402,2020,4
795.68,56,2,1,0,0,0,0,0,0,1,173512.8,2020,4
130,52,2,0,1,0,0,0,0,0,1,22100,2020,4
1185.74002,51,1,1,0,0,0,0,0,0,1,35500,2020,4
720.71996,51,1,1,0,0,0,0,0,0,1,35500,2020,4
149.56,58,1,1,0,0,0,0,0,0,1,190000,2020,4
71.36,25,2,1,0,0,0,0,0,0,1,42000,2020,4
599.99992,37,1,1,0,0,0,0,0,0,1,65655.6,2020,4
10,50,1,1,0,0,0,0,0,0,1,123809.8,2020,4
10,44,1,1,0,0,0,0,0,0,1,114540,2020,4
19.72,34,2,0,1,0,0,0,0,0,1,7476,2020,4
132.94,34,2,0,1,0,0,0,0,0,1,8028.6,2020,4
206.36,32,1,0,0,0,0,0,1,0,1,146000,2020,4
333.59,32,1,0,0,0,0,0,1,0,1,146000,2020,4
1003.15,33,2,1,0,0,0,0,0,0,1,56569.2,2020,4
1380.86,33,2,1,0,0,0,0,0,0,1,54826,2020,4
274.03,31,1,1,0,0,0,0,0,0,1,29000,2020,4
215.96,31,1,1,0,0,0,0,0,0,1,29000,2020,4
1267.49345,44,2,1,0,0,0,0,0,0,1,103000,2020,4
1079.97,44,2,1,0,0,0,0,0,0,1,103000,2020,4
754.81004,28,1,0,0,0,1,0,0,0,1,271372.8,2020,4
740.00002,28,1,0,0,0,1,0,0,0,1,83003.6,2020,4
50,39,2,0,1,0,0,0,0,0,1,24500,2020,4
343.17,39,2,0,1,0,0,0,0,0,1,24527.8,2020,4
1209.19996,43,1,1,0,0,0,0,0,0,1,24014.4,2020,4
498.96998,43,1,1,0,0,0,0,0,0,1,25163.2,2020,4
130,41,2,0,1,0,0,0,0,0,1,20160.6,2020,4
2356.7999,41,2,0,1,0,0,0,0,0,1,19010.4,2020,4
300.55,52,1,1,0,0,0,0,0,0,1,123000,2020,4
360.33,52,1,1,0,0,0,0,0,0,1,123000,2020,4
287.93,66,2,1,0,0,0,0,0,0,1,141745,2020,4
199.36,66,2,1,0,0,0,0,0,0,1,224221.2,2020,4
1743.83998,55,2,1,0,0,0,0,0,0,1,260828.6,2020,4
1644.38008,55,2,1,0,0,0,0,0,0,1,103854.2,2020,4
291.09996,58,1,1,0,0,0,0,0,0,1,111568.2,2020,4
128.26002,58,1,1,0,0,0,0,0,0,1,108659.6,2020,4
462.513,43,1,1,0,0,0,0,0,0,1,105000,2020,4
576.80382,43,1,1,0,0,0,0,0,0,1,105000,2020,4
37.08,40,2,0,0,0,1,0,0,0,1,54457.4,2020,4
311.66592,40,2,0,0,0,0,0,1,0,1,29798,2020,4
242.06,52,2,1,0,0,0,0,0,0,1,60000,2020,4
275.71,52,2,1,0,0,0,0,0,0,1,60000,2020,4
358.31,34,1,0,0,0,1,0,0,0,1,142000,2020,4
276.11,34,1,0,0,0,1,0,0,0,1,142000,2020,4
155.22,49,1,0,0,0,1,0,0,0,1,60000,2020,4
69.48,49,1,0,0,0,1,0,0,0,1,60000,2020,4
478.1,54,1,1,0,0,0,0,0,0,1,224221.2,2020,4
647.65,54,1,1,0,0,0,0,0,0,1,224221.2,2020,4
221.46,47,2,0,1,0,0,0,0,0,1,74183,2020,4
381.17,47,2,0,1,0,0,0,0,0,1,80239.8,2020,4
1631.88,45,2,1,0,0,0,0,0,0,1,200022,2020,4
1513.82,45,2,1,0,0,0,0,0,0,1,184569,2020,4
417.04002,57,2,0,0,0,0,0,1,0,1,220000,2020,4
1984.39998,57,2,0,0,0,0,0,1,0,1,220000,2020,4
106.66,55,2,1,0,0,0,0,0,0,1,29923.4,2020,4
8.43,66,2,0,1,0,0,0,0,0,1,32075.2,2020,4
581.68421,43,1,1,0,0,0,0,0,0,1,80300,2020,4
202.2,43,1,1,0,0,0,0,0,0,1,80300,2020,4
923.16778,63,2,0,0,0,1,0,0,0,1,121322.8,2020,4
455.11,63,2,0,0,0,1,0,0,0,1,126512.2,2020,4
588.68,31,2,1,0,0,0,0,0,0,1,112000,2020,4
331.79994,31,2,1,0,0,0,0,0,0,1,112000,2020,4
316.61,34,1,1,0,0,0,0,0,0,1,85000,2020,4
260.99998,57,2,1,0,0,0,0,0,0,1,81135.6,2020,4
1074.82,34,1,1,0,0,0,0,0,0,1,62000,2020,4
1132.65,34,1,1,0,0,0,0,0,0,1,62000,2020,4
359.04,37,1,0,0,0,1,0,0,0,1,70000,2020,4
423.87,37,1,0,0,0,1,0,0,0,1,70000,2020,4
14.39,22,1,1,0,0,0,0,0,0,1,2000,2020,4
500.00002,21,2,1,0,0,0,0,0,0,1,102464.2,2020,4
455.79,68,2,1,0,0,0,0,0,0,1,41930,2020,4
471.34,68,2,1,0,0,0,0,0,0,1,41930,2020,4
197.88,64,1,1,0,0,0,0,0,0,1,70000,2020,4
373.03998,64,1,1,0,0,0,0,0,0,1,70000,2020,4
67.67,58,2,1,0,0,0,0,0,0,1,53371.6,2020,4
66.44,58,2,1,0,0,0,0,0,0,1,36872,2020,4
207,27,2,1,0,0,0,0,0,0,1,10483.4,2020,4
169.66,27,2,1,0,0,0,0,0,0,1,15504.2,2020,4
63,21,1,0,1,0,0,0,0,0,1,16518.4,2020,4
50.36,21,1,0,1,0,0,0,0,0,1,16897.8,2020,4
114.28,28,2,0,1,0,0,0,0,0,1,20000,2020,4
60,28,2,0,1,0,0,0,0,0,1,20000,2020,4
156.5056,54,2,1,0,0,0,0,0,0,1,6120,2020,4
280.99,54,2,1,0,0,0,0,0,0,1,6120,2020,4
77.06002,40,2,0,1,0,0,0,0,0,1,450,2020,4
311.99994,40,2,0,1,0,0,0,0,0,1,450,2020,4
871.35,57,1,1,0,0,0,0,0,0,1,334221.2,2020,4
271.89,67,1,1,0,0,0,0,0,0,1,4200,2020,4
372.85,67,1,1,0,0,0,0,0,0,1,4200,2020,4
191.21,23,2,0,1,0,0,0,0,0,1,73000,2020,4
11.87,23,2,0,1,0,0,0,0,0,1,73000,2020,4
145.35,60,2,1,0,0,0,0,0,0,1,27000,2020,4
231.38,60,2,1,0,0,0,0,0,0,1,27000,2020,4
120.06,62,2,1,0,0,0,0,0,0,1,10000,2020,4
153.45,62,2,1,0,0,0,0,0,0,1,10000,2020,4
191.08,39,2,1,0,0,0,0,0,0,1,90000,2020,4
144.06,39,2,1,0,0,0,0,0,0,1,90000,2020,4
196.26,21,2,1,0,0,0,0,0,0,1,5500,2020,4
646.56216,32,1,0,0,0,1,0,0,0,1,184000,2020,4
506.14048,32,1,0,0,0,1,0,0,0,1,184000,2020,4
230.66,30,2,1,0,0,0,0,0,0,1,12000,2020,4
243.00002,30,2,1,0,0,0,0,0,0,1,12000,2020,4
502.71,55,1,1,0,0,0,0,0,0,1,170000,2020,4
838.43,55,1,1,0,0,0,0,0,0,1,170000,2020,4
179.12,39,1,0,1,0,0,0,0,0,1,8000,2020,4
155.51,39,1,0,1,0,0,0,0,0,1,8000,2020,4
83.73,67,2,1,0,0,0,0,0,0,1,55000,2020,4
311.97,49,2,0,1,0,0,0,0,0,1,115000,2020,4
500.35,49,2,0,1,0,0,0,0,0,1,115000,2020,4
277.8,81,2,0,0,0,1,0,0,0,1,80000,2020,4
90.21,81,2,1,0,0,0,0,0,0,1,80000,2020,4
1214.89845,74,1,1,0,0,0,0,0,0,1,22000,2020,4
113.75,74,1,1,0,0,0,0,0,0,1,22000,2020,4
86.51,35,1,1,0,0,0,0,0,0,1,130000,2020,4
96.58,35,1,1,0,0,0,0,0,0,1,130000,2020,4
899.54,61,1,1,0,0,0,0,0,0,1,224221.2,2020,4
571.4,61,1,1,0,0,0,0,0,0,1,224221.2,2020,4
348.27992,43,1,0,0,0,1,0,0,0,1,195750,2020,4
271.99998,43,1,0,0,0,1,0,0,0,1,195750,2020,4
200,53,1,0,1,0,0,0,0,0,1,38400,2020,4
2849.68,57,2,1,0,0,0,0,0,0,1,107460.8,2020,4
169.45484,30,2,1,0,0,0,0,0,0,1,30000,2020,4
608.71005,30,2,1,0,0,0,0,0,0,1,30000,2020,4
469.64421,41,2,0,0,0,1,0,0,0,1,124153.6,2020,4
1225.71,41,2,0,0,0,1,0,0,0,1,124211.4,2020,4
181.96,30,1,1,0,0,0,0,0,0,1,90000,2020,4
544.32002,30,1,1,0,0,0,0,0,0,1,90000,2020,4
278.75,49,2,1,0,0,0,0,0,0,1,82000,2020,4
218.91497,49,2,1,0,0,0,0,0,0,1,82000,2020,4
157,32,2,0,1,0,0,0,0,0,1,70000,2020,4
219.76,32,2,0,1,0,0,0,0,0,1,70000,2020,4
1414.78652,54,2,1,0,0,0,0,0,0,1,38000,2020,4
761.57,54,2,1,0,0,0,0,0,0,1,38000,2020,4
1105.95004,52,1,1,0,0,0,0,0,0,1,53000,2020,4
1042.56992,52,1,1,0,0,0,0,0,0,1,53000,2020,4
195.14736,48,1,1,0,0,0,0,0,0,1,29800,2020,4
131.03148,48,1,1,0,0,0,0,0,0,1,29800,2020,4
106.28,18,2,0,1,0,0,0,0,0,1,83196.4,2020,4
104.98,18,2,0,1,0,0,0,0,0,1,78740.6,2020,4
248.77,48,1,1,0,0,0,0,0,0,1,90000,2020,4
9.98,48,1,1,0,0,0,0,0,0,1,90000,2020,4
468.86,37,1,1,0,0,0,0,0,0,1,160000,2020,4
587.85,37,1,1,0,0,0,0,0,0,1,160000,2020,4
213.58,21,2,1,0,0,0,0,0,0,1,15500,2020,4
171.7,21,2,1,0,0,0,0,0,0,1,15500,2020,4
544.36,59,2,1,0,0,0,0,0,0,1,35000,2020,4
349.82,34,2,0,0,0,1,0,0,0,1,167000,2020,4
180.72,34,2,0,0,0,1,0,0,0,1,167000,2020,4
195.57,30,1,0,1,0,0,0,0,0,1,62000,2020,4
27.26,30,1,0,1,0,0,0,0,0,1,62000,2020,4
92.38,37,2,1,0,0,0,0,0,0,1,65000,2020,4
824.75992,37,2,1,0,0,0,0,0,0,1,65000,2020,4
235.67,74,1,1,0,0,0,0,0,0,1,12500,2020,4
415.9,74,1,1,0,0,0,0,0,0,1,12500,2020,4
25.46,50,2,1,0,0,0,0,0,0,1,33865.6,2020,4
104.36,50,2,1,0,0,0,0,0,0,1,34640.2,2020,4
217.96,33,2,1,0,0,0,0,0,0,1,36000,2020,4
128.52,33,2,1,0,0,0,0,0,0,1,36000,2020,4
149,47,2,1,0,0,0,0,0,0,1,293221.2,2020,4
289.01,47,2,1,0,0,0,0,0,0,1,118915,2020,4
27.2,56,2,0,1,0,0,0,0,0,1,39634.6,2020,4
26.08,56,2,0,1,0,0,0,0,0,1,52530,2020,4
269.26,32,1,1,0,0,0,0,0,0,1,68000,2020,4
630.26,32,1,1,0,0,0,0,0,0,1,68000,2020,4
488.63751,64,1,1,0,0,0,0,0,0,1,110000,2020,4
53.8,64,1,1,0,0,0,0,0,0,1,110000,2020,4
462.63484,33,1,0,1,0,0,0,0,0,1,131000,2020,4
878.09225,33,1,0,1,0,0,0,0,0,1,131000,2020,4
609.78,69,2,1,0,0,0,0,0,0,1,3360,2020,4
835.23998,41,2,1,0,0,0,0,0,0,1,107000,2020,4
135.16,41,2,1,0,0,0,0,0,0,1,107000,2020,4
428.48,55,2,1,0,0,0,0,0,0,1,80680,2020,4
261.17,55,2,1,0,0,0,0,0,0,1,80680,2020,4
297.38,50,2,1,0,0,0,0,0,0,1,151056.2,2020,4
19.4,87,2,1,0,0,0,0,0,0,1,6058.4,2020,4
132.51,87,2,1,0,0,0,0,0,0,1,7015.8,2020,4
56.92,55,1,1,0,0,0,0,0,0,1,19000,2020,4
234.44002,73,1,1,0,0,0,0,0,0,1,21852.4,2020,4
210.78,73,1,1,0,0,0,0,0,0,1,25452.8,2020,4
911.56,55,2,1,0,0,0,0,0,0,1,269221.2,2020,4
303.72,55,2,1,0,0,0,0,0,0,1,269221.2,2020,4
199.02,43,1,1,0,0,0,0,0,0,1,65000,2020,4
110,43,1,1,0,0,0,0,0,0,1,65000,2020,4
406.22,53,1,1,0,0,0,0,0,0,1,35375,2020,4
200.77,53,1,1,0,0,0,0,0,0,1,35375,2020,4
173.34,26,2,1,0,0,0,0,0,0,1,53000,2020,4
118.22,26,2,1,0,0,0,0,0,0,1,53000,2020,4
274.09,70,2,1,0,0,0,0,0,0,1,67000,2020,4
882.17022,70,2,1,0,0,0,0,0,0,1,67000,2020,4
141.82,32,2,0,0,0,0,0,1,0,1,33761,2020,4
64.48,32,2,0,0,0,0,0,1,0,1,35675.4,2020,4
1613.78,50,1,0,0,0,1,0,0,0,1,161000,2020,4
1235.33996,39,1,1,0,0,0,0,0,0,1,224221.2,2020,4
1545.03014,39,1,1,0,0,0,0,0,0,1,224221.2,2020,4
152.00002,80,2,1,0,0,0,0,0,0,1,35000,2020,4
296,80,2,1,0,0,0,0,0,0,1,35000,2020,4
819.05,36,2,1,0,0,0,0,0,0,1,158000,2020,4
624.87,36,2,1,0,0,0,0,0,0,1,158000,2020,4
166.13,57,1,1,0,0,0,0,0,0,1,25000,2020,4
84.94,57,1,1,0,0,0,0,0,0,1,25000,2020,4
21.37,56,1,1,0,0,0,0,0,0,1,53400,2020,4
117.92,56,1,1,0,0,0,0,0,0,1,53400,2020,4
952.74,42,2,1,0,0,0,0,0,0,1,32000,2020,4
554.53,42,2,1,0,0,0,0,0,0,1,32000,2020,4
673.56,40,1,1,0,0,0,0,0,0,1,294221.2,2020,4
340.81618,40,1,1,0,0,0,0,0,0,1,125147.2,2020,4
600.62,23,1,1,0,0,0,0,0,0,1,75000,2020,4
205.88,23,1,1,0,0,0,0,0,0,1,75000,2020,4
1063.85,34,1,1,0,0,0,0,0,0,1,240000,2020,4
547.1,34,1,1,0,0,0,0,0,0,1,240000,2020,4
500.73,40,2,1,0,0,0,0,0,0,1,220000,2020,4
736.94,40,2,1,0,0,0,0,0,0,1,220000,2020,4
94,66,1,1,0,0,0,0,0,0,1,85400,2020,4
393.10998,49,1,1,0,0,0,0,0,0,1,70224,2020,4
477.27,49,1,1,0,0,0,0,0,0,1,70224,2020,4
439.78,45,2,1,0,0,0,0,0,0,1,63603.6,2020,4
298.63,45,2,1,0,0,0,0,0,0,1,57768.8,2020,4
121.02,49,1,1,0,0,0,0,0,0,1,47000,2020,4
274.09,49,1,1,0,0,0,0,0,0,1,47000,2020,4
410.34,29,2,0,0,0,0,0,1,0,1,32000,2020,4
1045.1543,29,2,0,0,0,0,0,1,0,1,32000,2020,4
126.72,81,2,1,0,0,0,0,0,0,1,20000,2020,4
169.15,81,2,1,0,0,0,0,0,0,1,20000,2020,4
148.08,68,2,1,0,0,0,0,0,0,1,26159,2020,4
348.61,68,2,1,0,0,0,0,0,0,1,23158.2,2020,4
304.95,42,1,0,1,0,0,0,0,0,1,72930,2020,4
423.92,42,1,0,1,0,0,0,0,0,1,72930,2020,4
790.22,47,1,1,0,0,0,0,0,0,1,110000,2020,4
276.7,47,1,1,0,0,0,0,0,0,1,110000,2020,4
253.97,66,2,1,0,0,0,0,0,0,1,33280,2020,4
187.96995,66,2,1,0,0,0,0,0,0,1,33280,2020,4
595.69,64,2,0,1,0,0,0,0,0,1,18720,2020,4
1147.73,64,2,0,1,0,0,0,0,0,1,18720,2020,4
726.12998,62,1,1,0,0,0,0,0,0,1,82000,2020,4
755.07,62,1,1,0,0,0,0,0,0,1,82000,2020,4
176.63,42,2,1,0,0,0,0,0,0,1,53490.8,2020,4
174.52,32,2,1,0,0,0,0,0,0,1,58045,2020,4
115.38,32,2,1,0,0,0,0,0,0,1,54764,2020,4
30.76,58,2,1,0,0,0,0,0,0,1,67856.6,2020,4
300.00004,58,2,1,0,0,0,0,0,0,1,68725.4,2020,4
12,34,1,1,0,0,0,0,0,0,1,56500,2020,4
186.38,58,1,1,0,0,0,0,0,0,1,224221.2,2020,4
275.75,58,1,1,0,0,0,0,0,0,1,57165.6,2020,4
1601.92774,42,2,0,0,0,1,0,0,0,1,309221.2,2020,4
1862.51122,42,2,0,0,0,1,0,0,0,1,309221.2,2020,4
1055.41852,37,1,1,0,0,0,0,0,0,1,334221.2,2020,4
190.34,37,1,1,0,0,0,0,0,0,1,334221.2,2020,4
371.37,79,2,0,0,0,1,0,0,0,1,52431.6,2020,4
172.78,79,2,0,0,0,1,0,0,0,1,68865.4,2020,4
2244.00008,44,1,1,0,0,0,0,0,0,1,448442.5,2020,4
160,44,1,1,0,0,0,0,0,0,1,277652.6,2020,4
174.48,55,2,1,0,0,0,0,0,0,1,74275,2020,4
146.84,55,2,1,0,0,0,0,0,0,1,77625.8,2020,4
252,67,1,1,0,0,0,0,0,0,1,130000,2020,4
499.72174,67,1,1,0,0,0,0,0,0,1,130000,2020,4
58.18,58,1,1,0,0,0,0,0,0,1,3000,2020,4
49.38,58,1,1,0,0,0,0,0,0,1,3000,2020,4
67.82,41,2,0,1,0,0,0,0,0,1,74340,2020,4
43.43,41,2,0,1,0,0,0,0,0,1,74340,2020,4
803.11,23,1,1,0,0,0,0,0,0,1,55000,2020,4
188.72568,23,1,1,0,0,0,0,0,0,1,55000,2020,4
157.5,34,1,0,0,0,1,0,0,0,1,24000,2020,4
526.14874,34,2,0,0,0,1,0,0,0,1,24000,2020,4
451.02,53,2,1,0,0,0,0,0,0,1,283265.6,2020,4
409.53,53,2,1,0,0,0,0,0,0,1,283604.8,2020,4
206.76,33,2,0,0,0,1,0,0,0,1,75244.8,2020,4
